index,Shortcodes
1039,:large_blue_diamond:
1040,:small_orange_diamond:
1041,:small_blue_diamond:
1042,:small_red_triangle:
1043,:small_red_triangle_down:
1044,:arrow_up_small:
1045,:arrow_down_small:
1046,:om_symbol:
1047,:dove_of_peace:
1048,:kaaba:
1049,:mosque:
1050,:synagogue:
1051,:menorah_with_nine_branches:
1052,:clock1:
1053,:clock2:
1054,:clock3:
1055,:clock4:
1056,:clock5:
1057,:clock6:
1058,:clock7:
1059,:clock8:
1060,:clock9:
1061,:clock10:
1062,:clock11:
1063,:clock12:
1064,:clock130:
1065,:clock230:
1066,:clock330:
1067,:clock430:
1068,:clock530:
1069,:clock630:
1070,:clock730:
1071,:clock830:
1072,:clock930:
1073,:clock1030:
1074,:clock1130:
1075,:clock1230:
1076,:candle:
1077,:mantelpiece_clock:
1078,:hole:
1079,:man_in_business_suit_levitating:
1080,:female-detective:
1081,:male-detective:
1082,:sleuth_or_spy:
1083,:dark_sunglasses:
1084,:spider:
1085,:spider_web:
1086,:joystick:
1087,:man_dancing:
1088,:linked_paperclips:
1089,:lower_left_ballpoint_pen:
1090,:lower_left_fountain_pen:
1091,:lower_left_paintbrush:
1092,:lower_left_crayon:
1093,:raised_hand_with_fingers_splayed:
1094,:middle_finger:
1095,:reversed_hand_with_middle_finger_extended:
1096,:spock-hand:
1097,:black_heart:
1098,:desktop_computer:
1099,:printer:
1100,:three_button_mouse:
1101,:trackball:
1102,:frame_with_picture:
1103,:card_index_dividers:
1104,:card_file_box:
1105,:file_cabinet:
1106,:wastebasket:
1107,:spiral_note_pad:
1108,:spiral_calendar_pad:
1109,:compression:
1110,:old_key:
1111,:rolled_up_newspaper:
1112,:dagger_knife:
1113,:speaking_head_in_silhouette:
1114,:left_speech_bubble:
1115,:right_anger_bubble:
1116,:ballot_box_with_ballot:
1117,:world_map:
1118,:mount_fuji:
1119,:tokyo_tower:
1120,:statue_of_liberty:
1121,:japan:
1122,:moyai:
1123,:grinning:
1124,:grin:
1125,:joy:
1126,:smiley:
1127,:smile:
1128,:sweat_smile:
1129,:laughing:
1130,:satisfied:
1131,:innocent:
1132,:smiling_imp:
1133,:wink:
1134,:blush:
1135,:yum:
1136,:relieved:
1137,:heart_eyes:
1138,:sunglasses:
1139,:smirk:
1140,:neutral_face:
1141,:expressionless:
1142,:unamused:
1143,:sweat:
1144,:pensive:
1145,:confused:
1146,:confounded:
1147,:kissing:
1148,:kissing_heart:
1149,:kissing_smiling_eyes:
1150,:kissing_closed_eyes:
1151,:stuck_out_tongue:
1152,:stuck_out_tongue_winking_eye:
1153,:stuck_out_tongue_closed_eyes:
1154,:disappointed:
1155,:worried:
1156,:angry:
1157,:rage:
1158,:cry:
1159,:persevere:
1160,:triumph:
1161,:disappointed_relieved:
1162,:frowning:
1163,:anguished:
1164,:fearful:
1165,:weary:
1166,:sleepy:
1167,:tired_face:
1168,:grimacing:
1169,:sob:
1170,:face_exhaling:
1171,:open_mouth:
1172,:hushed:
1173,:cold_sweat:
1174,:scream:
1175,:astonished:
1176,:flushed:
1177,:sleeping:
1178,:face_with_spiral_eyes:
1179,:dizzy_face:
1180,:face_in_clouds:
1181,:no_mouth:
1182,:mask:
1183,:smile_cat:
1184,:joy_cat:
1185,:smiley_cat:
1186,:heart_eyes_cat:
1187,:smirk_cat:
1188,:kissing_cat:
1189,:pouting_cat:
1190,:crying_cat_face:
1191,:scream_cat:
1192,:slightly_frowning_face:
1193,:slightly_smiling_face:
1194,:upside_down_face:
1195,:face_with_rolling_eyes:
1196,:woman-gesturing-no:
1197,:no_good:
1198,:man-gesturing-no:
1199,:woman-gesturing-ok:
1200,:ok_woman:
1201,:man-gesturing-ok:
1202,:woman-bowing:
1203,:man-bowing:
1204,:bow:
1205,:see_no_evil:
1206,:hear_no_evil:
1207,:speak_no_evil:
1208,:woman-raising-hand:
1209,:raising_hand:
1210,:man-raising-hand:
1211,:raised_hands:
1212,:woman-frowning:
1213,:person_frowning:
1214,:man-frowning:
1215,:woman-pouting:
1216,:person_with_pouting_face:
1217,:man-pouting:
1218,:pray:
1219,:rocket:
1220,:helicopter:
1221,:steam_locomotive:
1222,:railway_car:
1223,:bullettrain_side:
1224,:bullettrain_front:
1225,:train2:
1226,:metro:
1227,:light_rail:
1228,:station:
1229,:tram:
1230,:train:
1231,:bus:
1232,:oncoming_bus:
1233,:trolleybus:
1234,:busstop:
1235,:minibus:
1236,:ambulance:
1237,:fire_engine:
1238,:police_car:
1239,:oncoming_police_car:
1240,:taxi:
1241,:oncoming_taxi:
1242,:car:
1243,:red_car:
1244,:oncoming_automobile:
1245,:blue_car:
1246,:truck:
1247,:articulated_lorry:
1248,:tractor:
1249,:monorail:
1250,:mountain_railway:
1251,:suspension_railway:
1252,:mountain_cableway:
1253,:aerial_tramway:
1254,:ship:
1255,:woman-rowing-boat:
1256,:man-rowing-boat:
1257,:rowboat:
1258,:speedboat:
1259,:traffic_light:
1260,:vertical_traffic_light:
1261,:construction:
1262,:rotating_light:
1263,:triangular_flag_on_post:
1264,:door:
1265,:no_entry_sign:
1266,:smoking:
1267,:no_smoking:
1268,:put_litter_in_its_place:
1269,:do_not_litter:
1270,:potable_water:
1271,:non-potable_water:
1272,:bike:
1273,:no_bicycles:
1274,:woman-biking:
1275,:man-biking:
1276,:bicyclist:
1277,:woman-mountain-biking:
1278,:man-mountain-biking:
1279,:mountain_bicyclist:
1280,:woman-walking:
1281,:man-walking:
1282,:walking:
1283,:no_pedestrians:
1284,:children_crossing:
1285,:mens:
1286,:womens:
1287,:restroom:
1288,:baby_symbol:
1289,:toilet:
1290,:wc:
1291,:shower:
1292,:bath:
1293,:bathtub:
1294,:passport_control:
1295,:customs:
1296,:baggage_claim:
1297,:left_luggage:
1298,:couch_and_lamp:
1299,:sleeping_accommodation:
1300,:shopping_bags:
1301,:bellhop_bell:
1302,:bed:
1303,:place_of_worship:
1304,:octagonal_sign:
1305,:shopping_trolley:
1306,:hindu_temple:
1307,:hut:
1308,:elevator:
1309,:hammer_and_wrench:
1310,:shield:
1311,:oil_drum:
1312,:motorway:
1313,:railway_track:
1314,:motor_boat:
1315,:small_airplane:
1316,:airplane_departure:
1317,:airplane_arriving:
1318,:satellite:
1319,:passenger_ship:
1320,:scooter:
1321,:motor_scooter:
1322,:canoe:
1323,:sled:
1324,:flying_saucer:
1325,:skateboard:
1326,:auto_rickshaw:
1327,:pickup_truck:
1328,:roller_skate:
1329,:large_orange_circle:
1330,:large_yellow_circle:
1331,:large_green_circle:
1332,:large_purple_circle:
1333,:large_brown_circle:
1334,:large_red_square:
1335,:large_blue_square:
1336,:large_orange_square:
1337,:large_yellow_square:
1338,:large_green_square:
1339,:large_purple_square:
1340,:large_brown_square:
1341,:pinched_fingers:
1342,:white_heart:
1343,:brown_heart:
1344,:pinching_hand:
1345,:zipper_mouth_face:
1346,:money_mouth_face:
1347,:face_with_thermometer:
1348,:nerd_face:
1349,:thinking_face:
1350,:face_with_head_bandage:
1351,:robot_face:
1352,:hugging_face:
1353,:the_horns:
1354,:sign_of_the_horns:
1355,:call_me_hand:
1356,:raised_back_of_hand:
1357,:left-facing_fist:
1358,:right-facing_fist:
1359,:handshake:
1360,:crossed_fingers:
1361,:hand_with_index_and_middle_fingers_crossed:
1362,:i_love_you_hand_sign:
1363,:face_with_cowboy_hat:
1364,:clown_face:
1365,:nauseated_face:
1366,:rolling_on_the_floor_laughing:
1367,:drooling_face:
1368,:lying_face:
1369,:woman-facepalming:
1370,:man-facepalming:
1371,:face_palm:
1372,:sneezing_face:
1373,:face_with_raised_eyebrow:
1374,:face_with_one_eyebrow_raised:
1375,:star-struck:
1376,:grinning_face_with_star_eyes:
1377,:zany_face:
1378,:grinning_face_with_one_large_and_one_small_eye:
1379,:shushing_face:
1380,:face_with_finger_covering_closed_lips:
1381,:face_with_symbols_on_mouth:
1382,:serious_face_with_symbols_covering_mouth:
1383,:face_with_hand_over_mouth:
1384,:smiling_face_with_smiling_eyes_and_hand_covering_mouth:
1385,:face_vomiting:
1386,:face_with_open_mouth_vomiting:
1387,:exploding_head:
1388,:shocked_face_with_exploding_head:
1389,:pregnant_woman:
1390,:breast-feeding:
1391,:palms_up_together:
1392,:selfie:
1393,:prince:
1394,:woman_in_tuxedo:
1395,:man_in_tuxedo:
1396,:person_in_tuxedo:
1397,:mrs_claus:
1398,:mother_christmas:
1399,:woman-shrugging:
1400,:man-shrugging:
1401,:shrug:
1402,:woman-cartwheeling:
1403,:man-cartwheeling:
1404,:person_doing_cartwheel:
1405,:woman-juggling:
1406,:man-juggling:
1407,:juggling:
1408,:fencer:
1409,:woman-wrestling:
1410,:man-wrestling:
1411,:wrestlers:
1412,:woman-playing-water-polo:
1413,:man-playing-water-polo:
1414,:water_polo:
1415,:woman-playing-handball:
1416,:man-playing-handball:
1417,:handball:
1418,:diving_mask:
1419,:wilted_flower:
1420,:drum_with_drumsticks:
1421,:clinking_glasses:
1422,:tumbler_glass:
1423,:spoon:
1424,:goal_net:
1425,:first_place_medal:
1426,:second_place_medal:
1427,:third_place_medal:
1428,:boxing_glove:
1429,:martial_arts_uniform:
1430,:curling_stone:
1431,:lacrosse:
1432,:softball:
1433,:flying_disc:
1434,:croissant:
1435,:avocado:
1436,:cucumber:
1437,:bacon:
1438,:potato:
1439,:carrot:
1440,:baguette_bread:
1441,:green_salad:
1442,:shallow_pan_of_food:
1443,:stuffed_flatbread:
1444,:egg:
1445,:glass_of_milk:
1446,:peanuts:
1447,:kiwifruit:
1448,:pancakes:
1449,:dumpling:
1450,:fortune_cookie:
1451,:takeout_box:
1452,:chopsticks:
1453,:bowl_with_spoon:
1454,:cup_with_straw:
1455,:coconut:
1456,:broccoli:
1457,:pie:
1458,:pretzel:
1459,:cut_of_meat:
1460,:sandwich:
1461,:canned_food:
1462,:leafy_green:
1463,:mango:
1464,:moon_cake:
1465,:bagel:
1466,:smiling_face_with_3_hearts:
1467,:yawning_face:
1468,:smiling_face_with_tear:
1469,:partying_face:
1470,:woozy_face:
1471,:hot_face:
1472,:cold_face:
1473,:ninja:
1474,:disguised_face:
1475,:pleading_face:
1476,:sari:
1477,:lab_coat:
1478,:goggles:
1479,:hiking_boot:
1480,:womans_flat_shoe:
1481,:crab:
1482,:lion_face:
1483,:scorpion:
1484,:turkey:
1485,:unicorn_face:
1486,:eagle:
1487,:duck:
1488,:bat:
1489,:shark:
1490,:owl:
1491,:fox_face:
1492,:butterfly:
1493,:deer:
1494,:gorilla:
1495,:lizard:
1496,:rhinoceros:
1497,:shrimp:
1498,:squid:
1499,:giraffe_face:
1500,:zebra_face:
1501,:hedgehog:
1502,:sauropod:
1503,:t-rex:
1504,:cricket:
1505,:kangaroo:
1506,:llama:
1507,:peacock:
1508,:hippopotamus:
1509,:parrot:
1510,:raccoon:
1511,:lobster:
1512,:mosquito:
1513,:microbe:
1514,:badger:
1515,:swan:
1516,:mammoth:
1517,:dodo:
1518,:sloth:
1519,:otter:
1520,:orangutan:
1521,:skunk:
1522,:flamingo:
1523,:oyster:
1524,:beaver:
1525,:bison:
1526,:seal:
1527,:guide_dog:
1528,:probing_cane:
1529,:bone:
1530,:leg:
1531,:foot:
1532,:tooth:
1533,:female_superhero:
1534,:male_superhero:
1535,:superhero:
1536,:female_supervillain:
1537,:male_supervillain:
1538,:supervillain:
1539,:safety_vest:
1540,:ear_with_hearing_aid:
1541,:motorized_wheelchair:
1542,:manual_wheelchair:
1543,:mechanical_arm:
1544,:mechanical_leg:
1545,:cheese_wedge:
1546,:cupcake:
1547,:salt:
1548,:beverage_box:
1549,:garlic:
1550,:onion:
1551,:falafel:
1552,:waffle:
1553,:butter:
1554,:mate_drink:
1555,:ice_cube:
1556,:bubble_tea:
1557,:woman_standing:
1558,:man_standing:
1559,:standing_person:
1560,:woman_kneeling:
1561,:man_kneeling:
1562,:kneeling_person:
1563,:deaf_woman:
1564,:deaf_man:
1565,:deaf_person:
1566,:face_with_monocle:
1567,:farmer:
1568,:cook:
1569,:person_feeding_baby:
1570,:mx_claus:
1571,:student:
1572,:singer:
1573,:artist:
1574,:teacher:
1575,:factory_worker:
1576,:technologist:
1577,:office_worker:
1578,:mechanic:
1579,:scientist:
1580,:astronaut:
1581,:firefighter:
1582,:people_holding_hands:
1583,:person_with_probing_cane:
1584,:red_haired_person:
1585,:curly_haired_person:
1586,:bald_person:
1587,:white_haired_person:
1588,:person_in_motorized_wheelchair:
1589,:person_in_manual_wheelchair:
1590,:health_worker:
1591,:judge:
1592,:pilot:
1593,:adult:
1594,:child:
1595,:older_adult:
1596,:woman_with_beard:
1597,:man_with_beard:
1598,:bearded_person:
1599,:person_with_headscarf:
1600,:woman_in_steamy_room:
1601,:man_in_steamy_room:
1602,:person_in_steamy_room:
1603,:woman_climbing:
1604,:person_climbing:
1605,:man_climbing:
1606,:woman_in_lotus_position:
1607,:person_in_lotus_position:
1608,:man_in_lotus_position:
1609,:female_mage:
1610,:mage:
1611,:male_mage:
1612,:female_fairy:
1613,:fairy:
1614,:male_fairy:
1615,:female_vampire:
1616,:vampire:
1617,:male_vampire:
1618,:mermaid:
1619,:merman:
1620,:merperson:
1621,:female_elf:
1622,:male_elf:
1623,:elf:
1624,:female_genie:
1625,:male_genie:
1626,:genie:
1627,:female_zombie:
1628,:male_zombie:
1629,:zombie:
1630,:brain:
1631,:orange_heart:
1632,:billed_cap:
1633,:scarf:
1634,:gloves:
1635,:coat:
1636,:socks:
1637,:red_envelope:
1638,:firecracker:
1639,:jigsaw:
1640,:test_tube:
1641,:petri_dish:
1642,:dna:
1643,:compass:
1644,:abacus:
1645,:fire_extinguisher:
1646,:toolbox:
1647,:bricks:
1648,:magnet:
1649,:luggage:
1650,:lotion_bottle:
1651,:thread:
1652,:yarn:
1653,:safety_pin:
1654,:teddy_bear:
1655,:broom:
1656,:basket:
1657,:roll_of_paper:
1658,:soap:
1659,:sponge:
1660,:receipt:
1661,:nazar_amulet:
1662,:ballet_shoes:
1663,:one-piece_swimsuit:
1664,:briefs:
1665,:shorts:
1666,:thong_sandal:
1667,:drop_of_blood:
1668,:adhesive_bandage:
1669,:stethoscope:
1670,:yo-yo:
1671,:kite:
1672,:parachute:
1673,:boomerang:
1674,:magic_wand:
1675,:pinata:
1676,:nesting_dolls:
1677,:ringed_planet:
1678,:chair:
1679,:razor:
1680,:axe:
1681,:diya_lamp:
1682,:banjo:
1683,:military_helmet:
1684,:accordion:
1685,:long_drum:
1686,:coin:
1687,:carpentry_saw:
1688,:screwdriver:
1689,:ladder:
1690,:hook:
1691,:mirror:
1692,:window:
1693,:plunger:
1694,:sewing_needle:
1695,:knot:
1696,:bucket:
1697,:mouse_trap:
1698,:toothbrush:
1699,:headstone:
1700,:placard:
1701,:rock:
1702,:fly:
1703,:worm:
1704,:beetle:
1705,:cockroach:
1706,:potted_plant:
1707,:wood:
1708,:feather:
1709,:anatomical_heart:
1710,:lungs:
1711,:people_hugging:
1712,:blueberries:
1713,:bell_pepper:
1714,:olive:
1715,:flatbread:
1716,:tamale:
1717,:fondue:
1718,:teapot:
1719,:bangbang:
1720,:interrobang:
1721,:tm:
1722,:information_source:
1723,:left_right_arrow:
1724,:arrow_up_down:
1725,:arrow_upper_left:
1726,:arrow_upper_right:
1727,:arrow_lower_right:
1728,:arrow_lower_left:
1729,:leftwards_arrow_with_hook:
1730,:arrow_right_hook:
1731,:watch:
1732,:hourglass:
1733,:keyboard:
1734,:eject:
1735,:fast_forward:
1736,:rewind:
1737,:arrow_double_up:
1738,:arrow_double_down:
1739,:black_right_pointing_double_triangle_with_vertical_bar:
1740,:black_left_pointing_double_triangle_with_vertical_bar:
1741,:black_right_pointing_triangle_with_double_vertical_bar:
1742,:alarm_clock:
1743,:stopwatch:
1744,:timer_clock:
1745,:hourglass_flowing_sand:
1746,:double_vertical_bar:
1747,:black_square_for_stop:
1748,:black_circle_for_record:
1749,:m:
1750,:black_small_square:
1751,:white_small_square:
1752,:arrow_forward:
1753,:arrow_backward:
1754,:white_medium_square:
1755,:black_medium_square:
1756,:white_medium_small_square:
1757,:black_medium_small_square:
1758,:sunny:
1759,:cloud:
1760,:umbrella:
1761,:snowman:
1762,:comet:
1763,:phone:
1764,:telephone:
1765,:ballot_box_with_check:
1766,:shamrock:
1767,:point_up:
1768,:skull_and_crossbones:
1769,:radioactive_sign:
1770,:biohazard_sign:
1771,:orthodox_cross:
1772,:star_and_crescent:
1773,:peace_symbol:
1774,:yin_yang:
1775,:wheel_of_dharma:
1776,:white_frowning_face:
1777,:relaxed:
1778,:female_sign:
1779,:male_sign:
1780,:gemini:
1781,:cancer:
1782,:leo:
1783,:virgo:
1784,:libra:
1785,:scorpius:
1786,:chess_pawn:
1787,:spades:
1788,:clubs:
1789,:hearts:
1790,:diamonds:
1791,:hotsprings:
1792,:recycle:
1793,:infinity:
1794,:wheelchair:
1795,:hammer_and_pick:
1796,:crossed_swords:
1797,:medical_symbol:
1798,:staff_of_aesculapius:
1799,:scales:
1800,:alembic:
1801,:gear:
1802,:atom_symbol:
1803,:fleur_de_lis:
1804,:warning:
1805,:zap:
1806,:transgender_symbol:
1807,:white_circle:
1808,:black_circle:
1809,:coffin:
1810,:funeral_urn:
1811,:soccer:
1812,:baseball:
1813,:snowman_without_snow:
1814,:partly_sunny:
1815,:thunder_cloud_and_rain:
1816,:ophiuchus:
1817,:pick:
1818,:helmet_with_white_cross:
1819,:chains:
1820,:no_entry:
1821,:shinto_shrine:
1822,:church:
1823,:mountain:
1824,:umbrella_on_ground:
1825,:fountain:
1826,:golf:
1827,:ferry:
1828,:boat:
1829,:sailboat:
1830,:skier:
1831,:ice_skate:
1832,:woman-bouncing-ball:
1833,:man-bouncing-ball:
1834,:person_with_ball:
1835,:tent:
1836,:fuelpump:
1837,:scissors:
1838,:airplane:
1839,:email:
1840,:envelope:
1841,:fist:
1842,:hand:
1843,:raised_hand:
1844,:v:
1845,:writing_hand:
1846,:pencil2:
1847,:black_nib:
1848,:heavy_check_mark:
1849,:heavy_multiplication_x:
1850,:latin_cross:
1851,:star_of_david:
1852,:eight_spoked_asterisk:
1853,:eight_pointed_black_star:
1854,:snowflake:
1855,:sparkle:
1856,:x:
1857,:negative_squared_cross_mark:
1858,:heavy_heart_exclamation_mark_ornament:
1859,:heart_on_fire:
1860,:mending_heart:
1861,:heart:
1862,:arrow_right:
1863,:curly_loop:
1864,:loop:
1865,:arrow_heading_up:
1866,:arrow_heading_down:
1867,:arrow_left:
1868,:arrow_up:
1869,:arrow_down:
1870,:black_large_square:
1871,:white_large_square:
1872,:star:
1873,:o:
1874,:wavy_dash:
1875,:part_alternation_mark:
1876,:congratulations:
1877,:secret:
1878,:regional_indicator_a:
1879,:regional_indicator_b:
1880,:regional_indicator_c:
1881,:regional_indicator_d:
1882,:regional_indicator_e:
1883,:regional_indicator_f:
1884,:regional_indicator_g:
1885,:regional_indicator_h:
1886,:regional_indicator_i:
1887,:regional_indicator_j:
1888,:regional_indicator_k:
1889,:regional_indicator_l:
1890,:regional_indicator_m:
1891,:regional_indicator_n:
1892,:regional_indicator_o:
1893,:regional_indicator_p:
1894,:regional_indicator_q:
1895,:regional_indicator_r:
1896,:regional_indicator_s:
1897,:regional_indicator_t:
1898,:regional_indicator_u:
1899,:regional_indicator_v:
1900,:regional_indicator_w:
1901,:regional_indicator_x:
1902,:regional_indicator_y:
1903,:regional_indicator_z:
